frame,rvec_x,rvec_y,rvec_z,tvec_x,tvec_y,tvec_z
21,1.5534723461766147,-0.04587983280548556,0.04251958085599548,-989.4242857303706,2044.9900007829226,2729.0378401911507
22,1.5532850236720739,-0.04298489509222232,0.04004250847735792,-1007.2801047847015,2064.576756359013,2725.6146762045682
23,1.554393118928252,-0.04561586845029925,0.04368708315186612,-992.1909425452895,2083.98013304001,2731.069846728195
24,1.5545908736417933,-0.04520257579741019,0.043909147817372936,-995.302957120354,2102.3306839637617,2731.151826595443
25,1.55473498938848,-0.045027507196593194,0.043682969672201914,-996.9505704618981,2121.6091806796585,2730.9300111583925
26,1.5548246278005295,-0.04524153120789679,0.04356235987309549,-996.7306472535673,2142.060717758174,2731.2428347397145
27,1.5545912874145607,-0.045181206623769045,0.043733666610940455,-997.657537899961,2161.4611469911706,2730.8980749881116
28,1.5547767822296037,-0.04574888811952568,0.044320128104285754,-995.5856413883976,2181.63488560578,2731.2286413631346
29,1.554885152074112,-0.04497701767831218,0.04410338063569351,-1000.2548348942646,2200.650886044854,2730.553472773349
30,1.5543854090921903,-0.04565439539547093,0.04463700320962127,-998.0035849603464,2220.5620454352625,2729.919787676207
31,1.5544538534512091,-0.04605922363703783,0.0442819041902711,-997.3002722060046,2240.3711098122812,2729.229965159807
32,1.5544524986223434,-0.04642233386925815,0.04381653032795912,-996.938091684864,2259.5772959224773,2729.525963914913
33,1.5542611926195116,-0.046291268392244046,0.043806366261190485,-998.0278024374925,2278.0754586357784,2728.437254556486
34,1.602226759167411,0.2034427674811618,-0.3315610904528246,-2637.585409083572,2374.7950597023305,2584.000908559147
35,1.5540711792293216,-0.047190705373153105,0.04393983155030199,-994.7649226507248,2314.2383635486576,2727.6698367260065
36,1.5549451834700205,-0.048128742479418896,0.04349625414251476,-992.7025859126104,2333.9549519652,2730.1994350098676
37,1.5969192581048823,0.20190266362449646,-0.33680086708431894,-2624.6969274395537,2406.870415726659,2586.6790229181724
38,1.5542147551621341,-0.04809396942213891,0.04199712081984365,-988.0981019586942,2364.2280352281127,2727.5163381110438
39,1.5526110721049033,-0.04496648176175864,0.039865427966262856,-1004.294942007545,2369.97860434731,2721.9963139155443
40,1.5544759346980166,-0.047979616830419215,0.04280304901909732,-985.500471225659,2385.110601780778,2728.5731600972717
41,1.5540248660840323,-0.04783307606260899,0.042568064119264754,-986.4291185147355,2392.9424024321656,2727.0301637578355
42,1.5535020905393444,-0.04861547393934958,0.042499843079444266,-984.0505201723337,2400.4385387032344,2725.1239290063245
43,1.5529772715378893,-0.0499371685756421,0.04203242588781116,-978.9542151473818,2408.1371639067565,2724.4983020556933
44,1.5530248707813734,-0.05237895956904082,0.04340942519251717,-959.0040253168721,2417.7455301732816,2733.588703278027
45,1.5514006577453503,-0.04767801698671149,0.03868918220998718,-996.001776703987,2414.134806890634,2716.2679784746783
46,1.5514690841703238,-0.044857796965622095,0.04161803906535914,-1002.0698380998579,2411.5476010097386,2716.4285136010294
47,1.55315993546422,-0.0356733753720879,0.05842402851524713,-1003.1127579620752,2400.989582831179,2732.7921944132213
48,1.5468391138585562,0.008648455251221158,0.05893134380486647,-1091.998641751464,2374.203688679387,2840.9688397702494
49,1.5407603727798242,0.035385151943710426,0.1034300381643835,-1171.4361817992728,2291.606395046051,2791.3607849227933
50,1.5533388949396452,0.046042814677528354,0.13575229967908187,-1242.1195548715623,2272.269674246876,2722.3334916325234
51,1.553544430675335,0.06300519775666329,0.15394432988204138,-1281.7796196176175,2243.166108711167,2724.0311844062376
52,1.5504025866082998,0.08906207780965576,0.1499594572121123,-1399.5737974113683,2202.8441449283177,2689.269481096417
53,1.550951001550926,0.0928015604996342,0.16077401511998313,-1386.2848804063844,2193.3905016097824,2694.90984204601
54,1.550384860301442,0.09614872066662046,0.16430992249903367,-1380.4829944404003,2188.0471302930737,2695.17700938028
55,1.5486712180572983,0.09792070767976835,0.16510572409091512,-1370.8288162561719,2183.064590322255,2689.810365784372
56,1.5497136536830793,0.09764215654214828,0.16497662321633175,-1351.351162834956,2187.5738739328513,2693.776487076037
57,1.5477731476621688,0.09618582677861637,0.16510888725135833,-1329.5027355210584,2188.213774571009,2688.4076391044373
58,1.5476353555600437,0.09466595013242064,0.16364514259208554,-1303.0481687828335,2193.427090080598,2687.9022896231663
59,1.5472293629276495,0.09361308037734471,0.16235673134993617,-1274.5033275972658,2197.8770231321264,2687.757624957609
60,1.5468237594886234,0.09238001766225258,0.16144512961880747,-1242.8975543261377,2204.458279344187,2688.3607964656617
61,1.5489596979371705,0.09071044621433418,0.16147773280447117,-1199.7780307523944,2214.6621577857986,2702.8172084238795
62,1.5485089682496496,0.08973905197540417,0.1615013039662397,-1165.3059052692681,2219.080637941902,2702.6337261913645
63,1.548340516252685,0.09458666193622671,0.1539226664928996,-1162.6691616036196,2218.096419148833,2686.9116074709955
64,1.5498319663145206,0.08996511065956195,0.1576609998650064,-1094.0315495365255,2231.7285560086752,2694.460117790636
65,1.5534551870838411,0.10164358842878372,0.14175078536191565,-1119.9137470081769,2237.521852769712,2652.883428534514
66,1.5532470929278566,0.10210277313648647,0.13979625018990552,-1082.488294963405,2243.117032030662,2650.089969950004
67,1.5528509220803919,0.10202543635491795,0.1379469332113786,-1042.4891882562163,2249.0647407165984,2647.2526970687777
68,1.5507252918961973,0.10029740695424158,0.13781110533040214,-989.8134956283795,2251.480605685081,2643.3265572769265
69,1.5548101394699205,0.0995954195750757,0.13426387756534822,-941.4240022863353,2266.5178107260235,2650.3129454602613
70,1.5545807628295538,0.09850262485483093,0.1312007798028056,-888.2169803518549,2274.020631031607,2649.9092412543646
71,1.5469038500576302,0.08453616449164905,0.1478665848227722,-719.368148749682,2276.9902898937653,2665.883202905478
72,1.5467176349431198,0.08713099135699606,0.14213842827538925,-684.8631785548262,2282.172894120508,2660.929491290775
73,1.5461076721606444,0.08978603976642906,0.13617403655804824,-650.5816298241102,2287.8215128209786,2658.3070816683808
74,1.5453146114018796,0.08713165636265953,0.13760708763285173,-569.3251175236912,2297.886633327117,2665.0980540215323
75,1.5436294302358644,0.08997354991083016,0.1336340238166521,-528.6943563969675,2302.9289136012558,2658.5400254069827
76,1.5463015325907161,0.08983630781357314,0.13107588765596395,-462.63580858595435,2322.0715917145562,2669.56451939111
77,1.5460310764173268,0.09000086662528349,0.12820112503630923,-401.708827470446,2331.968316088723,2667.901976671788
78,1.5452547798127856,0.09046012873828475,0.12456756276518845,-342.9467851992789,2340.8678947732956,2665.0645099236513
79,1.5440868840617405,0.08897190536598308,0.12264473731707949,-271.0435843261614,2348.8354692114644,2663.7618009518405
80,1.5439183556119902,0.0869402871155557,0.11706219576724282,-203.34256857607076,2361.066729998457,2664.471932691982
81,1.5426634985191245,0.08149715608852669,0.10609389308350121,-127.38055323834458,2371.1898335748397,2664.606556338411
82,1.5424715543716985,0.07172858653996256,0.09461788777142738,-29.87300037942006,2379.692201375403,2667.7432083602093
83,1.5411887813467606,0.05685647904638168,0.07930701993718585,87.9425709455331,2389.356908920232,2668.884262010547
84,1.541843576637298,0.03772456767415231,0.0643082908256464,226.86450988499328,2398.112623984557,2675.5983328332063
85,1.532848611073051,0.04924057383424933,0.005022473526896648,219.68282880884786,2408.865234418528,2767.8957048537836
86,1.5443879883506546,0.009566848266134291,0.03221583289227224,492.3062720771921,2399.2605783117833,2635.9245987049653
87,1.5438393425925694,-0.004226758277275256,0.017328491176759074,610.5170454517552,2390.551190262929,2638.2109875774795
88,1.5425730722978162,-0.014567918054169474,0.005427101079184706,717.5795270811429,2384.128190234137,2639.6726369330336
89,1.5417404081719412,-0.022189727274845177,-0.0033779351274930225,816.775923704139,2376.89541417952,2641.3119949211023
90,1.5411992472536211,-0.03536697343207229,-0.00045030059097537985,960.2158827374626,2370.2061266444807,2636.826717370391
91,1.5410517247730973,-0.037650062897184686,-0.005377386015849708,1037.7065472356235,2366.976932945536,2640.6377285511594
92,1.5350496537614717,-0.036182692234354975,-0.009514931332741422,1109.8757949161775,2350.540054269322,2665.6197786721445
93,1.5390640589226903,-0.03471991293514405,-0.012825377411349198,1178.647647567457,2355.6848234672484,2703.165792498968
94,1.5400088069599112,-0.03357190559973481,-0.013112669748502517,1245.289155708994,2353.6545258566002,2701.691339690961
95,1.5394010558870264,-0.03419434028621278,-0.010256632006679454,1320.8002545378529,2352.7566529369105,2696.230146897532
96,1.539262660430243,-0.04018181086986028,-0.00734255555535003,1418.8176241702129,2346.257383500182,2690.9310156387246
97,1.5405651859816183,-0.07628658227275067,-0.02903204128210652,1577.2986803249635,2283.428347078875,2710.4586294279393
98,1.5355864731395725,-0.13233009351692476,-0.07777683457037003,1763.2419788462678,2138.9295325426797,2747.2336989304417
99,1.535423488035816,-0.14929199715416708,-0.11982051100166746,1874.7409563574124,2092.576804991439,2716.748973815879
100,1.5299235470913273,-0.17663215126201046,-0.15279337759444578,2007.5195426405078,2006.9126596853084,2704.776936896243
101,1.527574570332004,-0.19161229053218873,-0.17349486620140553,2088.842942333082,1953.0748857910771,2711.586975960278
102,1.527509495094653,-0.1964099004934569,-0.18297729843846341,2136.952449609622,1926.0919570754957,2723.462444704763
103,1.5260559757386352,-0.20167254465144843,-0.1802423506171225,2219.441438875669,1903.7690418965442,2718.5241986636083
104,1.532437989771578,-0.2076797741856293,-0.16107948958808585,2343.7092176869883,1892.8679823665461,2656.2777241490176
105,1.5332719490814053,-0.19943376904517326,-0.1536296311977403,2363.6229556728254,1907.528548459204,2654.6408563113187
106,1.535364653847601,-0.190757765558338,-0.1398314456368109,2389.0933940450673,1930.598013186585,2652.910208937432
107,1.5362835767866276,-0.1769316410412794,-0.1326786855358509,2373.449791845239,1956.6218565523461,2659.1604111106203
108,1.5380613546068234,-0.16736804752630638,-0.11880836316353016,2383.670947420607,1985.5432981648885,2657.7557235467657
109,1.5395782437457606,-0.156698521339121,-0.10569220744568873,2392.7120139245344,2014.9587038626867,2656.40616977042
110,1.5402937747403578,-0.14583049924562635,-0.09574867245168858,2383.032436536424,2043.7862947394801,2655.0607066810157
111,1.541349469983932,-0.13372254179015422,-0.08702815715825259,2373.111434911398,2071.738759244657,2660.284359916962
112,1.5415831277725391,-0.12427491672365826,-0.07889233873260247,2356.4911381889665,2099.1684691729,2660.0758364189614
113,1.5419073526436613,-0.1162050792419668,-0.07011617166407685,2351.2256868850386,2123.4551515328253,2661.3080022707436
114,1.5420387743185933,-0.1057794414733326,-0.06530137201833867,2331.1442258348284,2145.9602948754355,2672.9397909355603
115,1.5414629627325522,-0.09975414943487149,-0.05634303739729666,2330.870095828683,2164.440367555706,2668.115081274561
116,1.543223909274284,-0.0918881187340806,-0.0478298262886054,2325.8065761204284,2188.2945212338127,2670.999427168592
117,1.544158536499741,-0.08345137936712918,-0.04165183346141949,2306.1164679375565,2209.866657105607,2672.688989139806
118,1.53472466297043,-0.06396414147653393,-0.058935269310532556,2271.1606991818944,2236.498219156479,2737.442260514579
119,1.5483996348671347,-0.06550379909247292,-0.024844381178912394,2265.4311191947695,2249.847165461311,2682.922710413797
120,1.5549984854111165,-0.05796731308208494,-0.01664412311612667,2253.417722154591,2255.4072559861897,2696.555437470501
121,1.5635103370804262,-0.05094011741994719,-0.011533532762570504,2236.342522959752,2249.694559031696,2716.2597445848146
122,1.5752766167431977,-0.046756512398364154,-0.004902530196292042,2231.902822028712,2229.0030131546937,2738.3636996307196
123,1.5893330432672108,-0.04452684101959397,-0.0005155017570298589,2224.4454196937963,2195.9258470347177,2768.414079874159
124,1.6024709650366866,-0.04050720049122075,0.001602404736650662,2216.849582746482,2164.987250444129,2796.4035848113035
125,1.6128691103695263,-0.0363756588124292,0.0025380688865009955,2196.759791314506,2144.4190305378115,2820.7063568894964
126,1.6194869870975952,-0.033758953752573595,0.004128495118480328,2190.1537733538016,2129.207576233266,2832.1535564020005
127,1.6239462361934764,-0.032361959615082876,0.006996697726685188,2188.704689760121,2120.420083172085,2835.614123063024
128,1.6266055839196782,-0.029439347522850687,0.007768731780217818,2179.975342269939,2119.7496262437207,2836.702314984008
129,1.6280228067815425,-0.029511891729607557,0.011613911492718834,2185.402888301176,2119.4008489224348,2830.548031250168
130,1.6288464658871427,-0.02718546156435034,0.010867675656917012,2169.9453923772853,2120.796995203193,2829.1160990615285
131,1.6291202866299936,-0.027576874978586862,0.014868748652070532,2180.8223431273896,2125.1621841030683,2817.472334852664
132,1.6288475029975962,-0.02595080462420036,0.012896180176072804,2170.039962989399,2125.960790370832,2809.4488670052165
133,1.6284313779223145,-0.02508255100706081,0.012603644169944141,2163.382181829136,2128.208434712421,2797.000171586864
134,1.629238241842626,-0.02420256917467786,0.012838713035744064,2163.536765700478,2129.861247035232,2786.9116008071246
135,1.6290096515155608,-0.02421920987079652,0.01283896027606178,2158.2747581511962,2128.107320175491,2772.7623588345764
136,1.6141608541351358,-0.017043197125100353,-0.010369045433533609,2157.8053426315078,2113.4714804117593,2802.1576302674293
137,1.6130914190827017,-0.016436799064292705,-0.011193531184887254,2155.2818400631354,2113.294455383039,2786.0334165816275
138,1.6160500736194725,-0.01702061733775274,-0.006898400748050411,2154.0996166434948,2119.5395621955627,2762.6220347764206
139,1.613103945121591,-0.01637354840301669,-0.008057931606522373,2154.069332254208,2118.8314882858995,2736.453533621644
140,1.6274759057339154,-0.02312439327224718,0.016156882187084762,2151.823474901549,2136.690744220624,2680.852831082683
141,1.6145987451301176,-0.016133740984066024,-0.005104366004450965,2157.8603872663125,2129.251394519116,2696.878823586819
142,1.6277033445155105,-0.02169792156239511,0.017537444909133178,2143.9098063571973,2143.6632684655547,2639.8951837604545
143,1.6279330777391772,-0.02117154775861015,0.017669559313020427,2143.2740299934035,2145.774450004415,2617.615250763452
144,1.6279749489637558,-0.02062049433045884,0.016497239971118755,2133.4131201476794,2147.893061834802,2595.77952881225
145,1.6262687901017365,-0.023663959355426017,0.018493878521709795,2143.6296766650366,2146.032530201188,2565.1306814370873
146,1.079864381981145,1.0470541741223727,-0.863402402149867,-6586.008221824164,713.3308815849846,1172.7155503576175
147,1.6254670665393405,-0.022231840194851225,0.01680160640834811,2137.223574815011,2152.708862921338,2509.413623174303
148,1.6245046645886048,-0.022370959098181185,0.017208541983848146,2136.793488410095,2157.4412247862106,2479.043273112448
149,1.6232763179089078,-0.022910943628692133,0.01770367471388001,2136.625148581567,2160.527338196269,2447.111278169273
150,1.6224904402906826,-0.021629610391665992,0.017029837562334362,2127.693910004122,2167.976777760048,2417.0075506454937
151,1.6214985432771536,-0.02221659197363116,0.018270186470583597,2128.039411105673,2171.378251362503,2384.443322623846
152,1.621275334001901,-0.02031073849702723,0.017938255882464896,2120.7689606699028,2177.144982704279,2350.8414277644015
153,1.6197320891790732,-0.02111566014704209,0.018328750947269924,2120.574558179897,2178.8282029879433,2316.8508496709615
154,1.6192561074331668,-0.020049838222624863,0.018041577191848762,2114.673298454926,2184.2972385200383,2282.1188920649083
155,1.6184421053158862,-0.019748848437002385,0.019521783926066183,2117.850425306335,2190.088122508044,2244.3402124173126
156,1.6167548855826688,-0.018646094934089537,0.01708651797334914,2107.4686881387374,2192.7199504971586,2208.1401214371454
157,1.614920699362116,-0.01576280150314667,0.014654410787517627,2093.6122109340727,2196.8212535140738,2166.59145081175
158,1.6130052159982218,-0.013932605103300773,0.012269314112506422,2076.4995486071575,2199.0014284324984,2130.2884140638735
159,1.6109001437109551,-0.012095241318181944,0.010042837120968923,2064.5999876684514,2201.746594978456,2090.5299632525243
160,1.6095850560832015,-0.008742298882766628,0.007824719657729106,2041.7129028428712,2206.617226965918,2056.4561676935778
161,1.6013720934293996,-0.031797454993709784,0.019537308083718386,2242.885240423029,2200.930923192241,1939.0738296896122
162,1.6063272172442995,-0.005378914459386164,0.008506966807357687,2026.347808327084,2219.8453061709733,1973.6884881768085
163,1.612030244995503,-0.015089794010219036,0.022714235715201033,2082.228655944532,2248.8059404315422,1829.058441088084
164,1.6113877441620303,-0.01389574688052792,0.021960441464025853,2067.7120319031455,2251.2962927026365,1794.2835184858548
165,1.6097546015906745,-0.01443314401191128,0.02162274130163374,2075.7432779554774,2246.4548697706045,1748.9227442071476
166,1.608756085329901,-0.014333390791140613,0.020254335964460874,2072.2090198308015,2248.1549664138815,1701.6105859684876
167,1.6074993287763155,-0.014137723108638511,0.019450916802946385,2068.6453272400663,2249.922637393892,1653.1464573521487
168,1.6007613068911954,-0.023575846854371196,0.013379536838464157,2182.619561435792,2248.8520517991856,1670.4020786902654
169,1.6049099455553502,-0.01346393833710104,0.016317277663821003,2058.7595384721712,2253.4406690365286,1555.346063792595
170,1.6036813491327815,-0.013145181650084999,0.014790894765772885,2053.8776029270834,2253.876691095895,1505.4362036705668
171,1.5974570002871318,-0.025618452358355418,0.012066827288255923,2187.0458604746927,2251.957003235605,1506.455369293823
172,1.6017727545732638,-0.013389254716935159,0.012164783504450568,2043.8611955327115,2254.873185530524,1405.907886813067
173,1.6012652561705683,-0.013224346760792031,0.011722367774649863,2039.9584096991737,2256.088728793683,1354.648613074919
174,1.6000842403137006,-0.01422045408042568,0.010613312192098196,2038.5137145347046,2254.7240708049703,1303.73346677186
175,1.5940418043415354,-0.02897609005620753,0.012088395342170337,2194.9126731479087,2253.6325659822674,1280.1962369285288
176,1.590025436359577,-0.026754644321940437,0.010446152554136084,2169.1672062407774,2247.3223376531882,1209.463334902431
177,1.5976099297028328,-0.015245033657568022,0.011995221065218479,2042.8457851511089,2268.699687738567,1141.1635454052891
178,1.5875955025763362,-0.026504795620009226,0.012344420764966791,2168.6679693477995,2252.256991811497,1092.5072001403692
179,1.5958012525059222,-0.01199057596729105,0.01101154484431159,2019.0693097358146,2276.782005501463,1036.687613235467
180,1.5941374547468015,-0.011996566366514477,0.01104512762826412,2015.0820651428674,2278.5804716762173,982.5701268076604
181,1.5928642046392754,-0.011940062747163475,0.01026970274127847,2007.7466420087048,2278.22249522993,930.509628264871
182,1.5922624343021232,-0.011447440689851535,0.008931583666195857,1998.9100894137282,2278.2859772950924,879.8429072855832
183,1.5878873131068325,-0.006013522798159948,0.003152252414485368,1949.2330509638396,2268.9823460151474,824.2705644480825
184,1.5858218810240943,-0.006267472633455928,0.004349840447512504,1954.8251036245604,2275.0080297096497,761.6682019814141
185,1.5834110748865022,-0.00503248002931913,0.002857131794798157,1941.708823812355,2274.135483288678,706.4225201987681
186,1.581415152324685,-0.004240437150210968,0.0007141522815103773,1929.6055057191813,2270.8191660873636,651.7107294687265
187,1.593435072224198,-0.008858723689832305,0.014270112359408763,1974.9725590444282,2321.7549129410077,539.5098759748902
188,1.5928419579730664,-0.008970096615870735,0.01323253276768406,1964.27548509185,2321.809119816894,478.47317579156146
189,1.5928468681710175,-0.008837680980380378,0.013709868020987509,1966.4485326356048,2323.342329899844,425.6194401451052
190,1.5922866320956048,-0.008428442539017245,0.013323358855672636,1960.186243790351,2325.14738661132,368.5375109805701
191,1.590599924350609,-0.007619611150349974,0.013540754840316119,1952.2364066096002,2328.507057548938,309.6450300133601
192,1.5900024788719074,-0.007842790226665525,0.012344132543867032,1944.257946054387,2328.948785285019,254.6232721465687
193,1.5866792858098653,-0.013914231217754564,0.01813577695485403,1981.5827750565277,2317.447622035132,157.43650933707286
194,1.5862660786164762,-0.01577635698567929,0.018092683045261883,1984.6434306122435,2315.918001841524,99.60017766333803
195,1.5858701177590129,-0.017115191241267248,0.01803711911290723,1987.2581356503915,2314.694390241155,41.25153138430429
196,1.5855212081803973,-0.01730385130861472,0.018586601213373063,1986.080356315021,2315.5462758480285,-16.044853314975843
197,1.584917562175043,-0.01717906328319292,0.019857922085136318,1984.8463798479956,2317.4948085428873,-72.91171808083543
198,1.5790589012098155,-0.011927626582455412,0.014683058077890302,1932.9484230680953,2293.0293742107415,-127.08530574796457
199,1.583776641805054,-0.01090990874856705,0.016597259870283824,1939.8629437654733,2330.671373036461,-163.4357432151639
200,1.5854359431461977,-0.00879652782038352,0.01833303629579572,1932.8724539491775,2346.928199468067,-223.35352715883835
201,1.5858224699630115,-0.007010849763357321,0.018412597969833324,1923.580244782278,2358.9428507785074,-284.1837623664372
202,1.5850002201224545,-0.007072031482872867,0.017721765594716894,1920.621496642778,2360.1430824156746,-344.93620671295093
203,1.5841557395448034,-0.007321933210652965,0.01666150020641052,1916.3374423141163,2360.217194254715,-404.2194153366454
204,1.5832829552703003,-0.006807266913621733,0.015897783107623836,1909.2183573644768,2359.4629586190877,-462.97791145558085
205,1.5763437077598015,-0.006472626888639715,0.01258305553935602,1887.7068854488323,2321.6765570841453,-546.6878437664819
206,1.5752011825379546,-0.0062597872601229555,0.01225630785886638,1883.7280639808762,2319.570367770074,-605.8597853984938
207,1.5738584078595805,-0.0057647790524277785,0.012256007471765622,1878.5343488161855,2318.6602157967186,-665.7828096313146
208,1.5731234702077526,-0.0059534153127328154,0.01182591239849072,1877.0625996232884,2317.122964551946,-724.1813119132428
209,1.5635178890885864,-0.006770175098591605,0.009101180231948704,1873.9233202756197,2271.1322092489268,-792.0249931995083
210,1.562770628497136,-0.007433804051833208,0.009814329377361089,1876.7549778351522,2268.530200259354,-854.229079565514
211,1.5702500024107438,-0.013086058465310529,0.019693214438030782,1921.5259735669308,2304.987941022975,-944.1203271065423
212,1.5689387625799684,-0.011353020249364283,0.016910366511920048,1904.8659481722523,2308.4944379281337,-991.53354975621
213,1.5611072880669654,-0.012176091402822319,0.01908771219899794,1913.613476791754,2305.2434690063615,-1071.814377244489
214,1.5571635979196956,-0.014693046789939901,0.02180039698211788,1934.691462067955,2321.676527785048,-1146.2047779521506
215,1.5524176106952186,-0.014911010592415272,0.02532722158015852,1943.261273292392,2330.814459190549,-1218.230329161807
216,-25198.45704935189,51039.50594475176,-50384.6441769907,-4656910.600703596,-46211766.59010156,-246585701.52478394
217,-0.37395803581593584,2.356031748702678,1.5668870078898496,869.7046419404791,-4762.945983581884,-9526.48386195005
218,-32.161384981785574,-61.08900944243167,-37.75684240336806,-10721.375256577134,-26222.06367940604,-136775.26666157928
219,2675.895111799815,-5662.501954717957,-15431.681593491045,62205.56671338688,-533365.7145738237,-2366019.372593058
220,-0.48146493146648306,2.18325674186737,1.627215546929111,1526.6016426999036,-4174.308990044065,-9385.877659452186
221,-0.4793289046478287,2.1848188716067574,1.6208581414814363,1536.6013679060457,-4172.727901287618,-9257.348467289023
222,-0.5411611578008151,2.203709151820802,1.5541720867891264,1754.4660246009523,-4520.693960573384,-9039.205780510849
223,-0.6770899242991397,2.371740416033652,1.1653795643897478,1959.9834444249113,-5889.90218208491,-7501.381610188717
224,-0.6932030889278014,2.3827616302851866,1.1029274784278362,1963.1639548263884,-6010.706381136402,-7153.422828204448
227,-5.011031749729363,0.06880024908460114,-0.1624705341769703,1995.6119746921736,1678.2736525333066,-2484.98082498522
228,-4.05178314574268,-0.8384355502224397,-0.34040127755529503,-409.7320914154027,6409.160893350036,48.18840534680601
229,-3.8559680237870007,-0.8711229261668497,-0.28137711286035055,-905.8158361708361,7031.166926394517,1118.443769235087
230,-4.07631983424864,-0.8209279095818356,-0.40224110987382244,-257.79104879693404,6235.908737721849,-205.20134660464893
231,-4.358098067514719,-0.7090591864692894,-0.4500517180741056,561.6068469923945,5277.437679437255,-1584.3980465666532
232,-4.975544231999594,0.05539412682635886,-0.15224456510139173,1980.9265306612888,1752.7867887059854,-2605.044580401911
233,-4.954133653566464,0.08159238680424225,-0.13988442691161876,1998.136255560079,1753.3816934148501,-2569.2771615008046
234,1.363465294153093,-0.017565701261703495,0.03865361653607548,1977.8349796879725,1872.8919929944052,-2532.558172083117
235,-4.9077898495157966,0.040021376909904316,-0.08725957731978616,1901.1094812135364,1844.1307694548527,-2454.282799570558
236,-4.780263770263335,-0.19265398200461176,-0.025339115382332356,1465.261437129943,2589.0998344698223,-2224.7073205412935
237,1.3994271545294419,-0.02500152173086708,0.009534472973268468,1975.0366941336945,1806.3523116089555,-2496.565852803293
238,-0.26126876632740664,2.5336278563363517,1.5988513504428359,254.29704023088226,-5352.820862015663,-8938.632074804229
239,1.1074288267788124,1.6071135962230298,2.7595746666715337,-4198.177718807946,2484.282603563915,-5423.9449432686915
240,-0.2576082193500831,2.5149858924286876,1.624364564164548,259.0999055065696,-5151.987465927686,-9037.544792892611
241,-0.2561928866503852,2.508080421369713,1.6341897381409332,259.6485187976134,-5073.292440709265,-9075.123265743103
242,-0.2549202352981071,2.50094190776747,1.645380671970657,257.698042647025,-4991.261084890401,-9117.345515952416
243,-0.25386827861527517,2.4945920889131967,1.6549681690383804,257.8731484375986,-4916.1286630109535,-9154.973625252143
244,-0.2531305311640025,2.4871478628592176,1.6651382531885772,261.1002681564206,-4839.970510463236,-9194.394866433133
245,-0.2528525147764497,2.481274208063653,1.67374634121422,264.9443226733491,-4773.9762106045555,-9228.252974493904
246,-0.2537285953849714,2.4791697202154253,1.6769368913935316,272.61011178780564,-4750.52549435114,-9241.174080206993
247,-0.25542188412969585,2.491752058606793,1.6586348694275161,273.4941487120328,-4885.452142089894,-9173.254431199946
248,-0.2593392820402987,2.5067817369075573,1.6361861578050638,283.5334143005547,-5054.215863547109,-9086.168195799064
249,-0.2625260637465739,2.5186485266822007,1.6182504929419832,293.16457155739096,-5184.768310532377,-9017.061876116064
250,-0.26422373333059895,2.5239994364655693,1.6090027615645581,299.85726243849876,-5251.9365175926105,-8985.449737948551
